32696	1000	-2.88714e-05
1141821	6000	11.4182
9097856	11000	15.1631
16226529	16000	16.2265
16229730	21000	16.2297
16236707	26000	16.2367
16242828	31000	16.2428
16244780	36000	16.2448
16247800	41000	16.2478
16251742	46000	16.2517
16254079	51000	16.2541
16251542	56000	16.2515
16254605	61000	16.2546
16251608	66000	16.2516
16257231	71000	16.2572
16259010	76000	16.259
16261074	81000	16.2611
16261426	86000	16.2614
16263934	91000	16.2639
16265423	96000	16.2654
16264086	101000	16.2641
16267148	106000	16.2671
16262223	111000	16.2622
16257719	116000	16.2577
16265895	121000	16.2659
16264989	126000	16.265
16267604	131000	16.2676
16271611	136000	16.2716
16273171	141000	16.2732
16269402	146000	16.2694
16269949	151000	16.2699
16276067	156000	16.2761
16273497	161000	16.2735
16279199	166000	16.2792
16275936	171000	16.2759
16273153	176000	16.2732
16271910	181000	16.2719
16275050	186000	16.2751
16273169	191000	16.2732
16279174	196000	16.2792
16277690	201000	16.2777
16280138	206000	16.2801
16275507	211000	16.2755
16277269	216000	16.2773
16276296	221000	16.2763
16277924	226000	16.2779
16281794	231000	16.2818
16273238	236000	16.2732
16279442	241000	16.2794
16276905	246000	16.2769
16285623	251000	16.2856
16280225	256000	16.2802
16279417	261000	16.2794
16287052	266000	16.2871
16287775	271000	16.2878
16277389	276000	16.2774
16278437	281000	16.2784
16276842	286000	16.2768
16282281	291000	16.2823
16284621	296000	16.2846
16281910	301000	16.2819
16287571	306000	16.2876
16282380	311000	16.2824
16283892	316000	16.2839
16288605	321000	16.2886
16289068	326000	16.2891
16285772	331000	16.2858
16288265	336000	16.2883
16286115	341000	16.2861
16286876	346000	16.2869
16285647	351000	16.2856
16289258	356000	16.2893
16285353	361000	16.2854
16287393	366000	16.2874
16292576	371000	16.2926
16286686	376000	16.2867
16285773	381000	16.2858
16284889	386000	16.2849
16291811	391000	16.2918
16287696	396000	16.2877
16290526	401000	16.2905
16290073	406000	16.2901
16293911	411000	16.2939
16293677	416000	16.2937
16288215	421000	16.2882
16290107	426000	16.2901
16291239	431000	16.2912
16294647	436000	16.2946
16292000	441000	16.292
16291226	446000	16.2912
16293381	451000	16.2934
16293268	456000	16.2933
16288252	461000	16.2883
16289588	466000	16.2896
16295514	471000	16.2955
16298809	476000	16.2988
16298660	481000	16.2987
16292473	486000	16.2925
16293441	491000	16.2934
16292973	496000	16.293
16294865	501000	16.2949
16290789	506000	16.2908
16291517	511000	16.2915
16291174	516000	16.2912
16291744	521000	16.2917
16294433	526000	16.2944
16295569	531000	16.2956
16295433	536000	16.2954
16294135	541000	16.2941
16295953	546000	16.296
16299545	551000	16.2995
16300859	556000	16.3009
16301782	561000	16.3018
16298117	566000	16.2981
16295897	571000	16.2959
16294956	576000	16.295
16296933	581000	16.2969
16296570	586000	16.2966
16293351	591000	16.2934
16295664	596000	16.2957
16295369	601000	16.2954
16297802	606000	16.2978
16298547	611000	16.2985
16299668	616000	16.2997
16296538	621000	16.2965
16296562	626000	16.2966
16295166	631000	16.2952
16296820	636000	16.2968
16299106	641000	16.2991
16299796	646000	16.2998
16298870	651000	16.2989
16298832	656000	16.2988
16301112	661000	16.3011
16300756	666000	16.3008
16297440	671000	16.2974
16300636	676000	16.3006
16296316	681000	16.2963
16302186	686000	16.3022
16300668	691000	16.3007
16303025	696000	16.303
16300920	701000	16.3009
16297765	706000	16.2978
16301047	711000	16.301
16305861	716000	16.3059
16299733	721000	16.2997
16300822	726000	16.3008
16302880	731000	16.3029
16297257	736000	16.2973
16297158	741000	16.2972
16305255	746000	16.3053
16301303	751000	16.3013
16300518	756000	16.3005
16297624	761000	16.2976
16308386	766000	16.3084
16307435	771000	16.3074
16303734	776000	16.3037
16301556	781000	16.3016
16299028	786000	16.299
16304459	791000	16.3045
16304563	796000	16.3046
16303907	801000	16.3039
16303423	806000	16.3034
16304621	811000	16.3046
16307232	816000	16.3072
16299707	821000	16.2997
16304936	826000	16.3049
16307110	831000	16.3071
16302146	836000	16.3021
16308130	841000	16.3081
16304618	846000	16.3046
16306967	851000	16.307
16308949	856000	16.3089
16306408	861000	16.3064
16304798	866000	16.3048
16312452	871000	16.3125
16308950	876000	16.3089
16308348	881000	16.3083
16304018	886000	16.304
16306904	891000	16.3069
16304597	896000	16.3046
16309264	901000	16.3093
16314717	906000	16.3147
16302180	911000	16.3022
16302271	916000	16.3023
16302453	921000	16.3025
16305930	926000	16.3059
16306254	931000	16.3063
16305280	936000	16.3053
16308876	941000	16.3089
16309160	946000	16.3092
16303732	951000	16.3037
16307479	956000	16.3075
16311996	961000	16.312
16310982	966000	16.311
16307781	971000	16.3078
16308456	976000	16.3085
16302800	981000	16.3028
16302044	986000	16.302
16308319	991000	16.3083
16304385	996000	16.3044
