64	0.000120
70	0.000148
75	0.000168
81	0.000190
88	0.000229
95	0.000294
102	0.000308
110	0.000334
119	0.000394
128	0.000095
139	0.000118
150	0.000138
162	0.000159
175	0.000188
189	0.000211
204	0.000243
220	0.000279
238	0.000334
256	0.000385
277	0.000466
299	0.000548
323	0.000629
349	0.000754
377	0.000843
407	0.000973
439	0.001128
475	0.001332
512	0.001539
553	0.001853
598	0.002199
646	0.002537
697	0.003026
753	0.003403
813	0.003921
878	0.004489
949	0.005410
1024	0.006231
1106	0.007470
1195	0.008993
1291	0.010233
1394	0.012502
1506	0.013986
1626	0.016650
1756	0.019549
1897	0.023564
2048	0.025459
2212	0.032616
2390	0.037442
2581	0.044862
2787	0.053593
3011	0.060748
3251	0.070839
3512	0.077022
3793	0.093488
4096	0.103305
4424	0.132520
4779	0.148374
5161	0.179517
5574	0.219137
6021	0.246482
6502	0.281756
7023	0.303478
7585	0.371177
8192	0.435254
8848	0.519005
9557	0.588641
10322	0.721859
11148	0.868993
12041	0.966514
13004	1.120039
14046	1.236377
15170	1.507642
16384	1.861936
17696	2.044579
19113	2.434818
20643	2.897615
22296	3.493086
24081	3.998452
26008	4.630707
28091	5.358253
30340	6.335911
