32689	1000	5.35194e-05
648337	6000	6.48337
649400	11000	6.494
650049	16000	6.50049
653896	21000	6.53896
654628	26000	6.54628
655844	31000	6.55844
657793	36000	6.57793
656959	41000	6.56959
659810	46000	6.5981
657800	51000	6.578
661477	56000	6.61477
664767	61000	6.64767
658588	66000	6.58588
661733	71000	6.61733
666507	76000	6.66507
669325	81000	6.69325
674204	86000	6.74204
672065	91000	6.72065
676524	96000	6.76524
680903	101000	6.80903
673346	106000	6.73346
683160	111000	6.8316
678766	116000	6.78766
680772	121000	6.80772
677645	126000	6.77645
680856	131000	6.80856
688565	136000	6.88565
688656	141000	6.88656
678578	146000	6.78578
682560	151000	6.8256
691427	156000	6.91427
686379	161000	6.86379
685942	166000	6.85942
697642	171000	6.97642
697371	176000	6.97371
702958	181000	7.02958
684271	186000	6.84271
693623	191000	6.93623
695486	196000	6.95486
692260	201000	6.9226
689965	206000	6.89965
716634	211000	7.16634
705859	216000	7.05859
691826	221000	6.91826
709376	226000	7.09376
698781	231000	6.98781
724101	236000	7.24101
713025	241000	7.13025
707715	246000	7.07715
710859	251000	7.10859
701626	256000	7.01626
702661	261000	7.02661
722345	266000	7.22345
699769	271000	6.99769
719499	276000	7.19499
707422	281000	7.07422
721707	286000	7.21707
725545	291000	7.25545
714724	296000	7.14724
741957	301000	7.41957
718357	306000	7.18357
741867	311000	7.41867
702786	316000	7.02786
749271	321000	7.49271
717820	326000	7.1782
709130	331000	7.0913
713867	336000	7.13867
784520	341000	7.8452
747683	346000	7.47683
719301	351000	7.19301
754526	356000	7.54526
729046	361000	7.29046
760343	366000	7.60343
758560	371000	7.5856
725857	376000	7.25857
740887	381000	7.40887
773012	386000	7.73012
733850	391000	7.3385
729134	396000	7.29134
712838	401000	7.12838
765137	406000	7.65137
735478	411000	7.35478
741038	416000	7.41038
709361	421000	7.09361
721504	426000	7.21504
759917	431000	7.59917
776301	436000	7.76301
742775	441000	7.42775
761500	446000	7.615
760889	451000	7.60889
730850	456000	7.3085
750850	461000	7.5085
766176	466000	7.66176
776505	471000	7.76505
767891	476000	7.67891
805719	481000	8.05719
774192	486000	7.74192
775373	491000	7.75373
776535	496000	7.76535
776643	501000	7.76643
810048	506000	8.10048
747731	511000	7.47731
744756	516000	7.44756
796853	521000	7.96853
739810	526000	7.3981
768256	531000	7.68256
760774	536000	7.60774
755107	541000	7.55107
812406	546000	8.12406
803925	551000	8.03925
782275	556000	7.82275
782718	561000	7.82718
780166	566000	7.80166
795493	571000	7.95493
785590	576000	7.8559
767104	581000	7.67104
807594	586000	8.07594
803960	591000	8.0396
765336	596000	7.65336
815547	601000	8.15547
773054	606000	7.73054
777396	611000	7.77396
772227	616000	7.72227
741237	621000	7.41237
774494	626000	7.74494
810156	631000	8.10156
805788	636000	8.05788
778273	641000	7.78273
808831	646000	8.08831
831616	651000	8.31616
769597	656000	7.69597
865870	661000	8.6587
817143	666000	8.17143
778091	671000	7.78091
824151	676000	8.24151
871356	681000	8.71356
781463	686000	7.81463
799616	691000	7.99616
859514	696000	8.59514
826233	701000	8.26233
854869	706000	8.54869
881043	711000	8.81043
795234	716000	7.95234
826075	721000	8.26075
833126	726000	8.33126
792277	731000	7.92277
809738	736000	8.09738
823767	741000	8.23767
827327	746000	8.27327
830799	751000	8.30799
881287	756000	8.81287
815995	761000	8.15995
836538	766000	8.36538
856539	771000	8.56539
821008	776000	8.21008
887016	781000	8.87016
841348	786000	8.41348
880235	791000	8.80235
805971	796000	8.05971
794019	801000	7.94019
792574	806000	7.92574
840942	811000	8.40942
836666	816000	8.36666
819927	821000	8.19927
876014	826000	8.76014
854890	831000	8.5489
812571	836000	8.12571
818872	841000	8.18872
846904	846000	8.46904
844494	851000	8.44494
878102	856000	8.78102
815882	861000	8.15882
853877	866000	8.53877
894780	871000	8.9478
893406	876000	8.93406
853996	881000	8.53996
899441	886000	8.99441
934346	891000	9.34346
834818	896000	8.34818
881998	901000	8.81998
911781	906000	9.11781
896612	911000	8.96612
911211	916000	9.11211
896046	921000	8.96046
916538	926000	9.16538
904246	931000	9.04246
889638	936000	8.89638
940671	941000	9.40671
860656	946000	8.60656
968426	951000	9.68426
945226	956000	9.45226
914590	961000	9.1459
887656	966000	8.87656
949701	971000	9.49701
863109	976000	8.63109
799703	981000	7.99703
932033	986000	9.32033
955325	991000	9.55325
866270	996000	8.6627
